"","subID","gender","age","handedness","english","compType","VisualWM","rtUnder500","rtOver10000","DigitSpan","reloaded","Vocabulary","DigitSymbolCoding"
"4566","36-22432","M",18,"right",0,"desktop",37,0,0,11,1,8,49
"4567","36-22434","M",60,"right",0,"desktop",29,0,0,6,1,7,25
"4568","36-22435","F",55,"right",1,"laptop",35,0,0,5,1,15,42
"4569","36-22438","F",18,"right",1,"laptop",32,0,0,7,1,12,45
"4570","36-22441","M",16,"right",1,"laptop",38,0,0,8,1,14,85
"4571","36-22442","F",52,"right",1,"desktop",41,0,0,5,1,18,47
"4572","36-22454","M",29,"right",1,"desktop",32,0,0,7,1,5,44
"4573","36-22458","F",23,"left",1,"laptop",32,0,0,5,1,9,52
"4574","36-2246","M",31,"right",0,"laptop",34,0,0,8,1,11,40
"4575","36-22463","M",13,"right",1,"laptop",25,1,0,7,1,6,44
"4576","36-22465","M",43,"left",1,"laptop",36,0,0,7,1,17,57
"4577","36-22466","F",24,"right",1,"desktop",32,0,0,3,1,5,38
"4578","36-22473","F",28,"right",0,"laptop",33,0,0,5,1,15,47
"4579","36-2248","F",19,"right",1,"laptop",33,0,0,4,1,9,45
"4580","36-22481","F",52,"right",1,"laptop",33,0,0,7,1,20,51
"4581","36-22486","F",21,"left",0,"laptop",30,0,0,6,1,1,50
"4582","36-22488","F",35,"right",0,"desktop",39,0,0,6,1,11,75
"4583","36-22491","F",56,"right",1,"laptop",34,0,0,8,1,19,47
"4584","36-22492","F",23,"right",0,"desktop",33,0,0,4,1,13,29
"4585","36-22494","F",56,"right",1,"laptop",37,0,0,9,1,20,52
"4586","36-22495","M",23,"right",0,"laptop",39,0,0,8,1,5,57
"4587","36-22499","F",27,"right",1,"desktop",36,0,0,6,1,14,46
"4588","36-225","M",18,"right",1,"desktop",38,0,0,6,1,10,55
"4589","36-22500","F",48,"right",1,"laptop",35,0,0,7,1,16,41
"4590","36-22501","M",41,"right",1,"desktop",34,0,0,7,1,11,48
"4591","36-22504","F",18,"right",1,"desktop",23,1,0,4,1,6,40
"4592","36-22507","M",29,"right",1,"desktop",37,0,0,5,1,14,52
"4593","36-22509","F",16,"right",1,"laptop",40,0,1,7,1,8,43
"4594","36-22512","F",34,"right",1,"laptop",34,0,0,7,1,18,52
"4595","36-22514","F",64,"right",1,"desktop",25,5,0,8,1,17,42
"4596","36-22515","F",10,"right",1,"laptop",30,0,0,5,1,7,41
"4597","36-22517","M",25,"right",0,"laptop",33,0,0,5,1,9,35
"4598","36-2252","M",18,"right",1,"desktop",31,1,0,8,1,13,68
"4599","36-22521","F",40,"right",1,"laptop",36,0,0,8,1,10,46
"4600","36-22524","F",15,"right",1,"laptop",33,0,0,7,1,10,60
"4601","36-22526","M",16,"right",1,"laptop",37,0,0,4,1,9,52
"4602","36-22527","F",50,"right",1,"desktop",34,0,0,8,1,19,50
"4603","36-22528","F",41,"right",0,"laptop",33,0,0,7,1,10,48
"4604","36-22532","F",29,"right",1,"laptop",38,0,0,7,1,16,74
"4605","36-22535","M",31,"right",0,"laptop",30,0,0,7,1,8,56
"4606","36-22536","M",19,"right",0,"desktop",35,0,0,6,1,7,44
"4607","36-22541","M",35,"right",0,"laptop",38,0,0,5,1,18,39
"4608","36-22542","F",20,"right",0,"laptop",31,0,0,7,1,7,51
"4609","36-22545","M",15,"right",1,"desktop",37,0,0,7,1,12,51
"4610","36-22546","F",21,"right",1,"desktop",35,0,0,6,1,14,63
"4611","36-2256","F",25,"right",1,"laptop",32,0,0,7,1,16,57
"4612","36-22565","F",16,"right",1,"desktop",38,0,0,6,1,12,42
"4613","36-22568","F",25,"right",1,"desktop",35,0,0,7,1,13,63
"4614","36-22569","F",15,"right",1,"laptop",34,0,0,7,1,10,49
"4615","36-2257","F",21,"right",1,"laptop",31,0,0,6,1,10,40
"4616","36-22571","F",21,"right",1,"laptop",31,0,0,5,1,14,53
"4617","36-22574","F",43,"left",1,"desktop",31,0,0,9,1,17,52
"4618","36-22575","F",17,"right",1,"laptop",38,0,0,6,1,11,50
"4619","36-22576","F",85,"right",1,"desktop",24,2,0,4,1,14,18
"4620","36-22579","F",58,"right",1,"desktop",37,0,0,7,1,19,42
"4621","36-22580","F",49,"left",1,"desktop",32,0,0,5,1,16,37
"4622","36-22583","F",48,"right",1,"laptop",40,0,0,5,1,16,40
"4623","36-22586","F",43,"right",1,"laptop",35,0,0,6,1,10,50
"4624","36-22590","M",20,"left",1,"desktop",36,0,0,7,1,12,74
"4625","36-22591","M",10,"right",1,"desktop",24,0,0,6,1,6,27
"4626","36-22592","F",19,"left",1,"laptop",35,0,0,7,1,16,57
"4627","36-22593","M",5,"right",1,"desktop",31,0,1,4,1,12,19
"4628","36-22595","M",26,"right",0,"desktop",37,0,0,8,1,12,52
"4629","36-22596","F",40,"right",0,"laptop",35,0,0,5,1,9,46
"4630","36-22597","M",44,"right",1,"laptop",27,0,0,5,1,12,34
"4631","36-22609","F",46,"right",1,"desktop",29,0,0,6,1,16,45
"4632","36-22610","F",68,"right",1,"desktop",31,0,0,6,1,18,27
"4633","36-22619","M",41,"right",0,"desktop",36,0,0,4,1,15,44
"4634","36-22620","F",26,"right",1,"desktop",31,0,0,5,1,14,50
"4635","36-22622","F",31,"right",1,"laptop",39,0,0,7,1,17,52
"4636","36-22624","M",21,"right",0,"laptop",36,0,0,8,1,13,40
"4637","36-22629","M",43,"right",1,"laptop",35,0,0,7,1,19,39
"4638","36-22630","F",17,"right",1,"laptop",41,0,0,8,1,13,67
"4639","36-22634","M",43,"right",1,"laptop",26,0,0,5,1,19,37
"4640","36-22639","F",40,"left",1,"laptop",31,0,0,8,1,15,44
"4641","36-2264","M",19,"right",1,"laptop",36,0,0,8,1,9,62
"4642","36-22640","M",62,"right",1,"desktop",33,0,0,8,1,18,35
"4643","36-22646","M",37,"both",0,"laptop",30,0,0,2,1,8,37
"4644","36-22648","M",40,"right",0,"desktop",39,0,0,5,1,4,44
"4645","36-22664","F",59,"right",1,"laptop",30,0,0,6,1,18,41
"4646","36-22668","F",24,"right",1,"laptop",37,0,0,10,1,14,56
"4647","36-22669","M",24,"right",1,"desktop",37,0,0,8,1,16,45
"4648","36-2267","F",32,"right",1,"laptop",31,0,0,4,1,10,47
"4649","36-22671","M",8,"right",0,"desktop",36,0,0,5,1,13,33
"4650","36-22675","F",16,"left",1,"desktop",42,0,0,8,1,12,58
"4651","36-2268","M",29,"left",1,"desktop",38,0,0,8,1,12,51
"4652","36-22680","F",30,"right",0,"laptop",40,0,0,5,1,8,44
"4653","36-22682","F",39,"right",1,"desktop",34,0,0,7,1,14,30
"4654","36-22684","M",56,"right",1,"desktop",36,0,0,7,1,19,43
"4655","36-22687","F",47,"right",1,"desktop",32,0,0,6,1,18,42
"4656","36-22689","F",13,"left",1,"laptop",33,0,0,5,1,9,53
"4657","36-2269","M",53,"right",1,"desktop",39,0,0,7,1,19,36
"4658","36-22695","F",17,"right",1,"laptop",36,0,0,6,1,8,73
"4659","36-22699","F",43,"right",1,"laptop",29,0,0,5,1,15,33
"4660","36-2270","F",19,"right",1,"laptop",40,0,0,6,1,15,56
"4661","36-22703","F",17,"right",1,"laptop",34,0,0,8,1,7,47
"4662","36-22704","M",46,"right",1,"laptop",28,0,0,7,1,19,38
"4663","36-22706","F",53,"right",0,"desktop",37,0,0,6,1,17,50
"4664","36-2271","M",18,"left",1,"desktop",36,0,0,7,1,11,38
"4665","36-22714","M",17,"right",1,"desktop",32,0,0,5,1,9,55
"4666","36-22718","F",16,"right",1,"desktop",32,1,0,5,1,5,43
"4667","36-22724","F",16,"right",1,"desktop",37,0,0,9,1,6,35
"4668","36-22732","F",17,"right",1,"laptop",33,0,0,3,1,9,41
"4669","36-22733","M",17,"right",1,"desktop",32,0,0,5,1,10,37
"4670","36-22737","F",50,"both",1,"laptop",36,0,0,8,1,20,45
"4671","36-22739","F",44,"right",1,"desktop",30,0,0,7,1,19,52
"4672","36-22740","F",75,"right",1,"desktop",28,0,0,5,1,17,30
"4673","36-22741","F",50,"right",1,"laptop",30,0,0,4,1,6,34
"4674","36-22742","M",29,"left",0,"desktop",29,0,0,7,1,5,34
"4675","36-22744","F",20,"right",1,"laptop",37,0,0,8,1,8,84
"4676","36-22746","M",16,"left",0,"laptop",34,0,0,5,1,8,50
"4677","36-22747","M",17,"right",1,"desktop",33,0,0,5,1,13,51
"4678","36-22751","F",27,"right",1,"laptop",39,0,0,11,1,8,45
"4679","36-22752","F",41,"right",1,"laptop",33,0,0,4,1,19,33
"4680","36-22753","F",18,"left",1,"laptop",37,0,0,2,1,6,50
"4681","36-22756","F",16,"right",1,"laptop",30,0,0,5,1,13,56
"4682","36-22757","F",28,"right",0,"laptop",34,0,0,10,1,11,57
"4683","36-2276","M",19,"right",1,"desktop",35,0,0,4,1,12,54
"4684","36-22761","M",48,"right",1,"laptop",30,0,0,4,1,18,46
"4685","36-22766","F",47,"right",1,"laptop",30,0,0,5,1,13,41
"4686","36-22768","F",18,"left",0,"desktop",32,0,0,4,1,10,46
"4687","36-2277","M",24,"right",0,"desktop",41,0,0,7,1,7,57
"4688","36-22770","M",32,"right",1,"laptop",28,0,0,4,1,6,30
"4689","36-22774","M",25,"right",0,"desktop",39,0,0,5,1,3,39
"4690","36-22782","F",48,"right",1,"laptop",35,0,0,9,1,15,71
"4691","36-22783","F",40,"left",0,"laptop",34,0,0,6,1,10,43
"4692","36-22787","M",39,"right",0,"laptop",25,2,1,6,1,11,34
"4693","36-22788","F",18,"right",1,"laptop",31,0,0,4,1,13,46
"4694","36-22789","F",48,"right",1,"desktop",39,0,0,8,1,16,45
"4695","36-22790","F",16,"right",1,"laptop",18,17,1,6,1,9,28
"4696","36-22795","M",24,"right",0,"laptop",32,0,0,5,1,10,50
"4697","36-22796","F",58,"right",1,"desktop",29,0,0,7,1,18,50
"4698","36-22798","F",16,"right",1,"desktop",31,0,0,7,1,6,45
"4699","36-22800","F",16,"right",1,"desktop",39,0,0,6,1,10,43
"4700","36-2281","F",29,"right",1,"desktop",37,0,0,9,1,15,56
"4701","36-22813","F",58,"right",1,"laptop",30,0,0,7,1,19,42
"4702","36-22814","F",16,"right",1,"laptop",36,0,0,11,1,7,38
"4703","36-22815","F",16,"right",1,"desktop",34,0,0,7,1,16,48
"4704","36-22817","F",17,"right",1,"desktop",36,0,0,8,1,6,62
"4705","36-22819","M",15,"right",1,"laptop",27,0,0,6,1,5,42
"4706","36-22820","F",16,"right",1,"laptop",40,0,0,6,1,9,43
"4707","36-22822","M",16,"right",1,"laptop",29,0,0,6,1,10,43
"4708","36-22824","F",37,"right",1,"laptop",33,0,0,7,1,16,58
"4709","36-22827","M",30,"right",1,"laptop",38,0,0,9,1,13,54
"4710","36-22830","F",41,"right",1,"desktop",38,0,0,8,1,17,46
"4711","36-22832","F",25,"right",1,"laptop",37,0,0,8,1,17,55
"4712","36-22834","F",32,"right",1,"laptop",36,0,0,9,1,16,46
"4713","36-22838","F",28,"right",1,"laptop",34,0,0,4,1,11,43
"4714","36-22841","F",55,"right",1,"laptop",34,0,0,5,1,19,43
"4715","36-22843","F",21,"right",1,"laptop",38,0,0,5,1,12,46
"4716","36-22844","F",60,"left",1,"laptop",26,0,0,7,1,15,37
"4717","36-22845","F",22,"right",1,"laptop",31,0,0,7,1,12,65
"4718","36-22850","F",62,"right",1,"desktop",39,0,0,5,1,18,39
"4719","36-22863","F",19,"right",1,"laptop",38,0,0,6,1,10,56
"4720","36-22869","F",17,"right",1,"desktop",28,0,0,9,1,11,51
"4721","36-22875","M",16,"right",1,"desktop",36,0,0,9,1,11,33
"4722","36-2288","M",22,"right",1,"laptop",38,0,0,6,1,15,56
"4723","36-22881","F",33,"right",0,"desktop",27,0,0,5,1,13,53
"4724","36-22884","F",19,"right",1,"laptop",36,0,0,9,1,12,59
"4725","36-22885","F",27,"right",1,"desktop",36,0,0,7,1,10,50
"4726","36-22887","F",18,"right",1,"laptop",39,0,0,8,1,10,63
"4727","36-22888","M",16,"right",1,"desktop",31,1,0,7,1,5,57
"4728","36-22890","F",16,"right",1,"laptop",36,0,0,5,1,7,50
"4729","36-22895","F",16,"right",1,"laptop",38,0,0,6,1,10,41
"4730","36-22899","F",21,"right",1,"laptop",36,0,0,5,1,13,57
"4731","36-229","M",62,"right",1,"desktop",30,0,0,6,1,20,33
"4732","36-22903","M",24,"right",1,"laptop",35,0,0,9,1,11,46
"4733","36-22911","F",40,"right",1,"desktop",34,0,0,8,1,11,46
"4734","36-22913","F",56,"right",1,"desktop",28,0,0,6,1,17,43
"4735","36-22915","F",16,"right",1,"laptop",28,0,0,5,1,14,49
"4736","36-22916","F",22,"right",1,"laptop",34,0,0,6,1,10,61
"4737","36-22919","F",17,"left",0,"laptop",31,1,0,6,1,9,35
"4738","36-22921","F",59,"both",1,"laptop",36,0,0,7,1,17,35
"4739","36-22923","F",53,"right",1,"desktop",33,0,0,5,1,17,47
"4740","36-22924","F",15,"right",1,"laptop",33,0,0,8,1,14,55
"4741","36-22929","F",38,"right",1,"laptop",31,0,0,6,1,15,50
"4742","36-2293","M",16,"right",1,"desktop",28,0,0,8,1,13,40
"4743","36-22932","F",17,"right",1,"laptop",36,0,0,7,1,11,60
"4744","36-22934","F",16,"right",1,"laptop",38,0,0,6,1,10,46
"4745","36-22936","F",16,"right",1,"laptop",35,0,1,5,1,11,50
"4746","36-22941","F",16,"right",1,"laptop",30,0,0,3,1,6,42
"4747","36-22943","M",15,"right",1,"laptop",30,4,0,4,1,11,32
"4748","36-22944","M",60,"right",0,"desktop",32,0,0,4,1,5,29
"4749","36-22952","F",56,"right",1,"laptop",39,0,0,9,1,19,51
"4750","36-22956","M",30,"right",1,"desktop",41,0,0,9,1,20,56
"4751","36-22968","M",23,"right",1,"laptop",28,0,0,6,1,8,48
"4752","36-22972","F",22,"right",1,"laptop",30,1,0,7,1,13,38
"4753","36-22974","F",28,"right",1,"laptop",39,0,0,6,1,11,77
"4754","36-22975","M",36,"right",1,"laptop",32,0,0,8,1,12,58
"4755","36-22976","M",27,"right",1,"laptop",41,0,0,5,1,10,60
"4756","36-22981","F",23,"right",1,"desktop",32,0,0,5,1,9,58
"4757","36-22982","M",30,"right",0,"laptop",39,0,0,6,1,7,37
"4758","36-22983","F",35,"right",1,"laptop",33,0,0,6,1,8,49
"4759","36-22992","F",26,"left",1,"laptop",39,0,0,3,1,10,74
"4760","36-22995","M",29,"right",1,"laptop",36,0,0,7,1,12,45
"4761","36-230","M",19,"right",1,"desktop",34,0,1,6,1,13,53
"4762","36-23005","F",34,"right",0,"laptop",35,0,0,4,1,11,48
"4763","36-23009","M",25,"right",0,"laptop",33,0,0,6,1,7,50
"4764","36-23010","F",16,"right",1,"laptop",36,1,0,5,1,14,61
"4765","36-23014","F",18,"right",0,"laptop",33,0,0,2,1,9,45
"4766","36-23017","F",30,"right",0,"desktop",39,0,0,7,1,9,67
"4767","36-23018","F",24,"right",1,"laptop",36,0,0,10,1,12,49
"4768","36-2302","F",36,"right",1,"laptop",35,0,0,5,1,11,49
"4769","36-23020","F",16,"right",1,"laptop",33,0,0,7,1,11,46
"4770","36-23022","M",24,"left",1,"desktop",39,0,0,8,1,13,63
"4771","36-23024","M",44,"left",1,"laptop",36,0,0,5,1,18,44
"4772","36-23028","F",16,"right",1,"laptop",35,1,0,6,1,10,66
"4773","36-2303","M",18,"both",0,"desktop",27,1,0,7,1,15,56
"4774","36-23030","F",55,"right",1,"desktop",38,0,0,7,1,18,51
"4775","36-23034","F",37,"left",1,"desktop",32,0,0,7,1,12,41
"4776","36-23038","F",20,"right",0,"laptop",41,0,0,7,1,7,46
"4777","36-23039","F",13,"both",1,"desktop",33,0,0,5,1,12,50
"4778","36-23042","F",44,"right",1,"desktop",39,0,0,6,1,18,54
"4779","36-23043","F",19,"right",0,"laptop",34,0,0,4,1,5,45
"4780","36-23045","F",47,"right",1,"desktop",31,0,0,5,1,17,40
"4781","36-23046","F",72,"right",1,"desktop",32,0,0,7,1,16,38
"4782","36-23048","F",20,"right",1,"laptop",37,0,0,6,1,8,43
"4783","36-23050","M",16,"left",1,"laptop",31,6,0,7,1,10,49
"4784","36-23052","F",19,"right",0,"laptop",31,0,0,7,1,13,67
"4785","36-23053","F",13,"right",1,"desktop",31,0,0,5,1,10,39
"4786","36-23058","F",16,"right",1,"desktop",34,0,0,6,1,11,55
"4787","36-23059","F",16,"right",1,"desktop",39,0,0,4,1,10,50
"4788","36-2306","M",21,"right",0,"laptop",34,0,0,6,1,4,34
"4789","36-23065","F",20,"right",1,"laptop",35,0,0,7,1,13,57
"4790","36-23066","F",25,"right",1,"laptop",38,0,0,7,1,13,44
"4791","36-23068","F",31,"right",1,"laptop",33,0,0,8,1,13,52
"4792","36-23069","F",25,"right",1,"laptop",39,0,0,6,1,12,50
"4793","36-23081","F",22,"right",1,"desktop",39,0,0,9,1,10,55
"4794","36-23088","F",13,"right",1,"laptop",38,0,0,7,1,8,51
"4795","36-2309","F",23,"right",1,"desktop",29,0,0,4,1,7,39
"4796","36-23090","F",33,"right",0,"desktop",33,0,0,7,1,11,58
"4797","36-231","M",19,"right",1,"laptop",33,0,0,7,1,13,69
"4798","36-2310","F",27,"right",1,"desktop",36,1,2,7,1,16,52
"4799","36-23102","M",24,"right",0,"laptop",33,0,0,7,1,6,41
"4800","36-23108","M",18,"right",1,"laptop",39,0,0,11,1,12,47
"4801","36-2311","M",13,"right",1,"desktop",35,0,0,5,1,10,47
"4802","36-23110","M",36,"right",1,"desktop",36,0,0,7,1,13,40
"4803","36-23112","M",33,"right",0,"desktop",27,0,3,2,1,4,27
"4804","36-23114","F",30,"right",1,"laptop",36,0,0,1,1,8,46
"4805","36-23117","M",18,"left",0,"desktop",28,0,0,5,1,9,35
"4806","36-23118","M",20,"both",1,"laptop",37,0,0,9,1,16,50
"4807","36-23123","F",30,"right",0,"laptop",40,0,0,7,1,7,62
"4808","36-23124","F",19,"right",1,"laptop",37,0,0,8,1,12,58
"4809","36-23125","F",24,"right",1,"laptop",37,0,0,8,1,12,63
"4810","36-23128","F",34,"right",0,"laptop",40,0,0,8,1,7,58
"4811","36-23129","M",24,"right",1,"laptop",38,0,0,7,1,13,69
"4812","36-23130","F",20,"right",1,"desktop",38,0,0,7,1,13,48
"4813","36-23134","F",17,"right",1,"desktop",29,0,0,4,1,13,57
"4814","36-23149","M",37,"right",1,"desktop",36,0,0,6,1,12,49
"4815","36-23154","M",46,"right",1,"laptop",20,0,0,3,1,19,27
"4816","36-23155","F",41,"right",1,"desktop",36,0,0,7,1,17,46
"4817","36-23157","M",33,"right",1,"laptop",31,0,0,7,1,9,53
"4818","36-23160","F",37,"left",1,"desktop",32,0,0,7,1,18,52
"4819","36-23161","F",58,"right",1,"desktop",32,0,0,4,1,15,33
"4820","36-23164","F",49,"right",1,"desktop",38,0,0,6,1,12,39
"4821","36-23168","F",53,"right",1,"desktop",33,0,0,8,1,15,36
"4822","36-23171","F",44,"right",1,"laptop",35,0,0,7,1,16,50
"4823","36-23172","F",40,"right",1,"laptop",34,0,0,7,1,19,37
"4824","36-23173","M",19,"right",1,"desktop",41,0,0,5,1,5,49
"4825","36-23174","M",33,"left",1,"desktop",41,0,0,8,1,17,78
"4826","36-23181","F",50,"right",1,"laptop",34,0,0,6,1,18,37
"4827","36-23184","M",65,"both",1,"desktop",38,0,0,6,1,17,40
"4828","36-2319","F",30,"right",1,"laptop",39,0,0,7,1,14,43
"4829","36-23190","F",36,"left",1,"desktop",39,0,1,9,1,16,45
"4830","36-23191","M",20,"right",1,"laptop",36,0,0,6,1,14,61
"4831","36-23193","F",19,"right",1,"laptop",39,0,0,7,1,16,56
"4832","36-2320","F",34,"right",1,"desktop",38,0,0,7,1,11,51
"4833","36-23202","F",27,"right",0,"laptop",34,0,0,7,1,6,51
"4834","36-23206","F",22,"right",1,"laptop",37,0,0,7,1,8,57
"4835","36-23207","M",25,"right",0,"laptop",38,0,0,6,1,7,51
"4836","36-23209","F",20,"right",1,"laptop",31,0,0,9,1,12,50
"4837","36-23210","M",19,"right",1,"laptop",38,0,0,2,1,11,66
"4838","36-23212","M",34,"right",0,"laptop",40,0,0,7,1,12,54
"4839","36-23214","F",21,"right",1,"desktop",40,0,0,5,1,14,86
"4840","36-23222","F",36,"right",0,"desktop",38,0,0,3,1,10,61
"4841","36-23223","F",22,"left",1,"laptop",36,0,0,9,1,12,53
"4842","36-23224","M",30,"right",0,"laptop",36,0,0,7,1,9,68
"4843","36-23227","F",24,"right",1,"desktop",33,0,0,8,1,14,41
"4844","36-23228","F",21,"right",1,"laptop",36,0,0,9,1,17,45
"4845","36-2323","F",17,"right",1,"laptop",35,0,0,8,1,6,50
"4846","36-23230","M",22,"right",0,"desktop",32,1,0,4,1,9,42
"4847","36-23233","F",24,"right",1,"desktop",34,0,0,6,1,12,58
"4848","36-23239","M",13,"right",1,"desktop",26,0,0,9,1,12,47
"4849","36-2324","M",16,"right",1,"desktop",32,0,0,7,1,17,56
"4850","36-23245","M",24,"right",1,"laptop",39,0,0,10,1,13,57
"4851","36-23246","F",25,"right",1,"laptop",39,0,0,8,1,8,60
"4852","36-2325","M",32,"both",0,"laptop",36,0,0,6,1,9,46
"4853","36-23250","F",21,"right",1,"laptop",33,0,0,9,1,7,50
"4854","36-23255","M",17,"right",1,"desktop",33,0,0,6,1,12,53
"4855","36-23257","M",17,"right",1,"laptop",36,1,0,6,1,7,42
"4856","36-23260","F",21,"right",1,"desktop",26,0,0,8,1,8,33
"4857","36-23263","F",24,"right",1,"laptop",40,0,0,8,1,13,44
"4858","36-23264","F",30,"right",1,"laptop",34,0,0,7,1,17,53
"4859","36-23265","M",19,"left",1,"desktop",37,0,3,11,1,15,57
"4860","36-23268","F",29,"right",1,"desktop",40,0,0,7,1,17,62
"4861","36-23269","F",16,"right",1,"laptop",31,0,0,9,1,7,41
"4862","36-23270","F",40,"right",1,"laptop",37,0,0,10,1,19,40
"4863","36-23274","M",32,"right",0,"laptop",38,0,0,8,1,10,51
"4864","36-23275","F",16,"right",1,"desktop",33,1,0,7,1,8,51
"4865","36-23278","F",17,"right",1,"laptop",36,0,0,4,1,8,39
"4866","36-23281","F",17,"right",1,"laptop",29,0,0,5,1,11,48
"4867","36-23286","M",23,"right",0,"laptop",34,0,0,7,1,14,59
"4868","36-23287","F",36,"right",1,"laptop",37,0,0,9,1,16,44
"4869","36-23288","F",23,"right",1,"laptop",36,0,0,10,1,16,57
"4870","36-23289","F",55,"right",1,"desktop",29,0,0,5,1,20,39
"4871","36-23291","F",13,"right",1,"laptop",37,0,0,6,1,16,59
"4872","36-23294","F",35,"right",1,"laptop",38,0,0,7,1,16,51
"4873","36-23296","F",15,"right",1,"laptop",34,0,0,7,1,12,48
"4874","36-23298","M",37,"right",0,"laptop",34,0,0,7,1,17,48
"4875","36-23303","F",46,"right",0,"desktop",34,0,0,4,1,11,39
"4876","36-23304","M",23,"left",1,"desktop",32,0,0,5,1,11,49
"4877","36-23305","F",25,"right",1,"laptop",36,0,0,7,1,8,52
"4878","36-23306","F",15,"right",1,"desktop",37,0,0,7,1,12,55
"4879","36-23307","F",15,"right",1,"laptop",36,0,0,8,1,10,53
"4880","36-23309","F",13,"right",0,"laptop",36,0,0,6,1,7,47
"4881","36-23310","F",23,"right",1,"desktop",38,0,0,7,1,10,45
"4882","36-23312","F",38,"right",0,"desktop",35,0,0,7,1,9,48
"4883","36-23314","F",17,"right",1,"laptop",33,0,0,6,1,8,55
"4884","36-23315","F",50,"right",1,"desktop",25,0,0,7,1,19,45
"4885","36-23316","F",18,"right",1,"laptop",32,0,0,5,1,12,50
"4886","36-23320","F",17,"right",1,"desktop",36,0,0,6,1,12,43
"4887","36-23325","M",16,"right",1,"desktop",31,0,0,6,1,12,50
"4888","36-23326","M",17,"right",1,"desktop",32,0,0,6,1,9,47
"4889","36-23328","M",18,"right",1,"laptop",33,0,0,8,1,12,49
"4890","36-2333","F",20,"right",0,"laptop",39,0,0,9,1,16,51
"4891","36-23336","M",38,"right",1,"laptop",36,0,0,7,1,8,52
"4892","36-23339","M",18,"right",0,"laptop",28,1,0,7,1,7,38
"4893","36-2334","F",22,"right",0,"desktop",41,0,0,11,1,4,70
"4894","36-23341","M",19,"right",1,"desktop",39,0,0,7,1,17,60
"4895","36-23345","F",29,"right",1,"desktop",38,0,0,5,1,18,60
"4896","36-23347","M",16,"right",1,"laptop",37,0,0,10,1,13,56
"4897","36-23348","F",17,"right",1,"laptop",35,0,0,7,1,12,43
"4898","36-23351","F",16,"both",1,"desktop",32,0,0,11,1,11,51
"4899","36-23352","F",19,"right",1,"laptop",36,0,0,7,1,7,54
"4900","36-23353","F",16,"right",1,"desktop",40,0,0,2,1,4,49
"4901","36-23356","M",16,"right",1,"desktop",30,0,0,7,1,1,49
"4902","36-23357","F",44,"right",1,"desktop",30,0,0,7,1,14,40
"4903","36-23361","M",21,"right",0,"laptop",36,0,0,5,1,6,46
"4904","36-23362","F",35,"right",0,"laptop",32,0,0,7,1,10,51
"4905","36-23363","F",54,"right",1,"desktop",31,0,0,5,1,18,40
"4906","36-23366","F",45,"right",1,"desktop",37,0,0,7,1,19,50
"4907","36-23370","F",56,"right",1,"desktop",19,2,0,8,1,16,38
"4908","36-23374","F",32,"right",0,"desktop",37,0,0,7,1,14,82
"4909","36-23377","M",15,"right",1,"desktop",33,0,0,8,1,9,49
"4910","36-23378","M",31,"right",1,"laptop",38,0,0,7,1,17,42
"4911","36-23379","M",59,"right",1,"desktop",40,0,0,7,1,20,33
"4912","36-2338","F",22,"right",1,"laptop",41,0,0,7,1,18,57
"4913","36-23388","F",15,"right",1,"laptop",39,0,0,7,1,16,56
"4914","36-2339","M",31,"right",0,"desktop",32,0,0,6,1,5,37
"4915","36-23390","M",34,"left",1,"desktop",42,0,0,8,1,18,54
"4916","36-23394","F",17,"right",1,"laptop",36,0,0,10,1,15,76
"4917","36-23397","M",17,"left",1,"laptop",34,0,0,9,1,11,50
"4918","36-23400","F",15,"right",1,"laptop",37,0,0,9,1,13,57
"4919","36-23402","M",29,"right",1,"laptop",34,0,0,5,1,12,35
"4920","36-23408","F",21,"right",1,"laptop",36,0,0,5,1,11,74
"4921","36-23409","F",16,"left",1,"laptop",36,0,0,9,1,12,55
"4922","36-23410","F",38,"right",1,"laptop",37,0,0,7,1,16,50
"4923","36-23411","F",23,"right",1,"desktop",36,0,0,9,1,9,69
"4924","36-23413","M",18,"right",1,"desktop",36,0,0,8,1,11,50
"4925","36-23415","M",17,"right",1,"laptop",36,0,0,6,1,18,60
"4926","36-23425","F",15,"right",1,"laptop",36,0,0,8,1,13,48
"4927","36-23427","F",40,"right",1,"laptop",32,0,0,6,1,14,52
"4928","36-23428","F",16,"right",1,"desktop",34,0,0,4,1,4,46
"4929","36-23432","F",20,"right",1,"laptop",35,0,0,7,1,11,46
"4930","36-23433","F",18,"right",1,"laptop",35,0,0,6,1,8,52
"4931","36-23434","F",31,"right",1,"laptop",30,0,0,8,1,20,54
"4932","36-23438","M",27,"right",1,"desktop",36,0,0,7,1,7,47
"4933","36-23439","M",20,"right",1,"desktop",38,0,0,9,1,12,51
"4934","36-23442","F",18,"right",1,"laptop",35,0,0,8,1,9,62
"4935","36-23447","M",27,"right",0,"desktop",33,0,0,5,1,7,43
"4936","36-2345","M",18,"right",1,"laptop",31,0,0,6,1,11,43
"4937","36-23451","F",19,"left",1,"laptop",33,0,0,6,1,13,47
"4938","36-23455","M",29,"both",0,"laptop",31,0,0,5,1,9,51
"4939","36-23459","F",44,"right",1,"laptop",40,0,0,10,1,19,55
"4940","36-2346","M",42,"right",1,"laptop",36,0,0,8,1,15,43
"4941","36-23462","F",13,"right",1,"desktop",38,0,0,4,1,7,41
